FID_all_Fi,OBJECTID,Cover_Type,Location,FID_all__1,Id,BUFF_DIST,ORIG_FID,Fire,Seedling_p,Additional,Slope
289,290,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
290,291,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
291,292,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
292,293,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
293,294,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
294,295,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
295,296,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
296,297,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
297,298,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
298,299,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
299,300,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
300,301,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
301,302,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
302,303,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
303,304,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
304,305,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
305,306,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
306,307,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
307,308,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
308,309,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
309,310,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
310,311,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
311,312,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
312,313,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
313,314,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
314,315,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
315,316,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
316,317,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
317,318,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
318,319,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
319,320,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
320,321,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
321,322,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
322,323,Woody Shrub,High Meadows,4,0,30,7,High Meadows,High,"Large rocks, shrubs",Flat
0,1,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
1,2,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
2,3,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
3,4,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
4,5,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
5,6,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
6,7,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
7,8,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
8,9,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
9,10,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
10,11,Woody Shrub,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
11,12,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
12,13,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
13,14,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
14,15,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
15,16,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
16,17,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
17,18,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
18,19,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
19,20,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
20,21,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
21,22,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
22,23,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
23,24,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
24,25,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
25,26,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
26,27,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
27,28,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
28,29,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
29,30,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
30,31,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
31,32,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
32,33,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
33,34,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
34,35,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
35,36,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
36,37,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
37,38,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
38,39,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
39,40,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
40,41,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
41,42,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
42,43,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
43,44,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
44,45,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
45,46,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
46,47,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
47,48,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
48,49,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
49,50,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
50,51,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
51,52,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
52,53,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
53,54,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
54,55,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
55,56,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
56,57,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
57,58,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
58,59,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
59,60,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
60,61,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
61,62,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
62,63,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
63,64,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
64,65,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
65,66,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
66,67,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
136,137,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
137,138,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
138,139,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
139,140,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
140,141,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
141,142,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
142,143,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
143,144,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
144,145,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
145,146,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
146,147,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
147,148,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
148,149,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
149,150,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
150,151,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
151,152,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
152,153,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
153,154,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
154,155,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
155,156,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
156,157,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
157,158,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
158,159,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
159,160,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
160,161,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
161,162,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
162,163,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
163,164,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
164,165,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
165,166,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
166,167,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
167,168,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
168,169,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
169,170,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
170,171,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
171,172,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
172,173,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
173,174,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
174,175,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
175,176,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
176,177,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
177,178,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
178,179,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
179,180,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
180,181,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
181,182,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
182,183,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
183,184,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
184,185,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
185,186,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
186,187,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
187,188,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
188,189,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
189,190,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
190,191,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
191,192,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
192,193,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
193,194,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
194,195,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
195,196,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
196,197,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
197,198,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
198,199,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
199,200,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
200,201,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
201,202,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
202,203,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
203,204,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
204,205,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
205,206,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
206,207,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
207,208,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
208,209,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
209,210,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
210,211,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
211,212,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
212,213,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
213,214,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
214,215,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
215,216,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
216,217,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
217,218,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
218,219,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
219,220,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
220,221,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
221,222,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
222,223,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
223,224,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
224,225,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
225,226,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
226,227,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
227,228,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
228,229,Evergreen,High Meadows,0,0,30,3,High Meadows,High,Shrubs,Flat
